event_name,date_location,attendees,goals,source_url,primary_industry,secondary_industry,event_type,featured,company_stages
Fundraising Party - Manila,Manila - 5 Jul 2025,"Founders, Investors, Entrepreneurs","Fundraising, Networking",https://www.eventbrite.com/e/fundraising-party-manila-tickets-908584855597,Technology,,Networking,false,Exploring Solutions
Work in Europe / Sweden - Jobs," Talent Visa and EU Blue Card - MNL",Quezon City - Jul 2025,"Founders, Professionals, HR managers","International job opportunities, Talent acquisition",https://www.eventbrite.com/e/work-in-europe-sweden-jobs-talent-visa-and-eu-blue-card-mnl-tickets-923838507987,Technology,,Workshop,false
National C.E.P.S. Certified Event Planning Specialist Masterclass Summit,Manila - 25 Jul 2025,"Event planners, Founders, Professionals","Event planning skills, Networking",https://www.eventbrite.com/e/national-ceps-certified-event-planning-specialist-masterclass-summit-tickets-897394334337,Technology,,Workshop,false,Exploring Solutions
International Conference on Geospatial Big Data for Urban Studies (ICGBDUS),Manila - 24 Jul 2025,"Urban planners, Data scientists","Geospatial data analysis, Urban development",https://internationalconferencealerts.com/eventdetails.php?id=3013500,Technology,Government & Public Sector,Conference,false,Exploring Solutions
International Conference on Recent Advance in Engineering and Technology (ICRAET),Manila - 17 Sep 2025,"Engineers, Technology managers","Technology advancements, Engineering solutions",https://internationalconferencealerts.com/eventdetails.php?id=3159133,Technology,,Conference,false,Exploring Solutions
International Conference on Mechanical," Aerospace and Systems Engineering (ICMASE)",Manila - 18 Jul 2025,"Engineers, Aerospace professionals","Aerospace technology, Systems engineering",https://internationalconferencealerts.com/eventdetails.php?id=3031182,Technology,,Conference,false
International Conference on Aerospace Sciences and Aviation Technology (ICASAT),Manila - 21 Jul 2025,"Aviation professionals, Engineers","Aerospace innovation, Technology adoption",https://internationalconferencealerts.com/eventdetails.php?id=3016757,Technology,,Conference,false,Exploring Solutions
International Conference on Aerospace and Aviation Engineering (ICAAE),Manila - 1 Sep 2025,"Aviation engineers, Technology managers","Aviation engineering, Innovation",https://internationalconferencealerts.com/eventdetails.php?id=3155351,Technology,,Conference,false,Exploring Solutions
International Conference on Aeronautical and Astronautical Engineering (ICOAAE),Manila - 25 Oct 2025,"Aerospace engineers, Researchers","Aeronautical engineering, Innovation",https://internationalconferencealerts.com/eventdetails.php?id=3221477,Technology,,Conference,false,Exploring Solutions
International Conference on Aerospace Systems and Avionics (ICASA),Manila - 22 Dec 2025,"Avionics engineers, Technology managers","Avionics systems, Technology adoption",https://internationalconferencealerts.com/eventdetails.php?id=3312505,Technology,,Conference,false,Exploring Solutions
International Conference on Enterprise Architecture and Agile Development (ICEAAD),Manila - 26 Aug 2025,"IT architects, Developers","Agile development, Enterprise architecture",https://internationalconferencealerts.com/eventdetails.php?id=3045462,Technology,,Conference,false,Exploring Solutions
International Conference on Computer Architecture and Microarchitecture Design (ICCAMD),Manila - 4 Nov 2025,"Computer architects, IT professionals","Computer architecture, Design innovation",https://internationalconferencealerts.com/eventdetails.php?id=3261727,Technology,,Conference,false,Exploring Solutions
International Conference on Machine Learning in Architecture (ICMLA),Manila - 30 Dec 2025,"Data scientists, Architects","Machine learning, Architectural design",https://internationalconferencealerts.com/eventdetails.php?id=3280936,Technology,,Conference,false,Exploring Solutions
International Conference on Bioinformatics and Molecular Biology (ICBMB),Quezon City - 10 Jul 2025,"Bioinformaticians, Researchers","Bioinformatics, Molecular biology",https://internationalconferencealerts.com/eventdetails.php?id=3014466,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Bioinformatics," Biomedicine"," Biotechnology and Computational Biology (ICBBBCB)",Manila - 10 Jul 2025,"Researchers, Biotech professionals","Biomedicine, Computational biology",https://internationalconferencealerts.com/eventdetails.php?id=3328078,Technology,Healthcare,Conference
International Conference on Bioinformatics for Life Sciences and Technologies (ICBLST),Quezon City - 7 Aug 2025,"Bioinformaticians, Researchers","Bioinformatics, Life sciences",https://internationalconferencealerts.com/eventdetails.php?id=3325441,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Bioinformatics and Computational Biology (ICOBCB),Manila - 7 Aug 2025,"Researchers, Biotech professionals","Computational biology, Bioinformatics",https://internationalconferencealerts.com/eventdetails.php?id=3079638,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Cancer Bioinformatics (ICOCB),Manila - 4 Sep 2025,"Oncologists, Bioinformaticians","Cancer research, Bioinformatics",https://internationalconferencealerts.com/eventdetails.php?id=3162567,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Bioinformatics Applications in Life Sciences and Technologies (ICBALST),Manila - 21 Oct 2025,"Researchers, Biotech professionals","Bioinformatics applications, Technology",https://internationalconferencealerts.com/eventdetails.php?id=3103441,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Proteomics and Bioinformatics (ICPB),Manila - 25 Oct 2025,"Bioinformaticians, Researchers","Proteomics, Bioinformatics",https://internationalconferencealerts.com/eventdetails.php?id=3218608,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Control Engineering and Artificial Intelligence (ICCEAI),Bacolod City - 9 Jul 2025,"Engineers, AI researchers","Control systems, AI applications",https://internationalconferencealerts.com/eventdetails.php?id=3005767,Technology,,Conference,false,Exploring Solutions
International Conference on Knowledge Representation and Artificial Intelligence (ICKRAI),Manila - 9 Jul 2025,"AI researchers, Data scientists","Knowledge representation, AI development",https://internationalconferencealerts.com/eventdetails.php?id=2993597,Technology,,Conference,false,Exploring Solutions
International Conference on Behavioral Robotics and Artificial Intelligence (ICBRAI),Cebu City - 9 Jul 2025,"Robotics engineers, AI researchers","Behavioral robotics, AI applications",https://internationalconferencealerts.com/eventdetails.php?id=3328062,Technology,,Conference,false,Exploring Solutions
International Conference on Artificial Intelligence," Machine Learning and Soft Computing (ICAIMLSC)",Cebu City - 6 Aug 2025,"AI researchers, Developers","Machine learning, Soft computing",https://internationalconferencealerts.com/eventdetails.php?id=3079591,Technology,,Conference,false
International Conference on Artificial Intelligence and Mathematics (ICAIM),Manila - 27 Aug 2025,"AI researchers, Mathematicians","AI applications, Mathematical modeling",https://internationalconferencealerts.com/eventdetails.php?id=3074261,Technology,,Conference,false,Exploring Solutions
International Conference on Cooperative Robotics and Artificial Intelligence (ICCRAI),Manila - 3 Sep 2025,"Robotics engineers, AI researchers","Cooperative robotics, AI development",https://internationalconferencealerts.com/eventdetails.php?id=3151887,Technology,,Conference,false,Exploring Solutions
International Conference on Computational Intelligence and Data Engineering (ICCIDE),Cebu City - 8 Oct 2025,"Data engineers, AI researchers","Computational intelligence, Data engineering",https://internationalconferencealerts.com/eventdetails.php?id=3218575,Technology,,Conference,false,Exploring Solutions
International Conference on Digital Agriculture," Latest Advances"," Prospects and Artificial Intelligence (ICDALAPAI)",Manila - 23 Oct 2025,"Agriculturists, AI researchers","Digital agriculture, AI applications",https://internationalconferencealerts.com/eventdetails.php?id=3193997,Technology,Agriculture,Conference
International Conference on Robotics and Artificial Intelligence (ICRAI),Manila - 25 Oct 2025,"Robotics engineers, AI researchers","Robotics, AI development",https://internationalconferencealerts.com/eventdetails.php?id=3217070,Technology,,Conference,false,Exploring Solutions
International Conference on Artificial Intelligence and Machine Learning for Healthcare (ICAIMLH),Manila - 25 Oct 2025,"Healthcare professionals, AI researchers","AI in healthcare, Machine learning",https://internationalconferencealerts.com/eventdetails.php?id=3221955,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Advance Artificial Intelligence (ICAAI),Manila - 5 Nov 2025,"AI researchers, Technology managers","Advanced AI, Technology adoption",https://internationalconferencealerts.com/eventdetails.php?id=3246996,Technology,,Conference,false,Exploring Solutions
International Conference on Artificial Intelligence in Education (ICAIE),Bacolod City - 5 Nov 2025,"Educators, AI researchers","AI in education, Technology integration",https://internationalconferencealerts.com/eventdetails.php?id=3121068,Technology,Education,Conference,false,Exploring Solutions
International Conference on Artificial Intelligence and Materials Science (ICAIMS),Manila - 3 Dec 2025,"Materials scientists, AI researchers","AI in materials science, Innovation",https://internationalconferencealerts.com/eventdetails.php?id=3308945,Technology,,Conference,false,Exploring Solutions
International Conference on Artificial Intelligence in Medical Applications (ICAIMA),Bacolod City - 10 Dec 2025,"Healthcare professionals, AI researchers","AI in medical applications, Innovation",https://internationalconferencealerts.com/eventdetails.php?id=3307703,Technology,Healthcare,Conference,false,Exploring Solutions
International Conference on Soft Computing," Artificial Intelligence and Applications (ICSCAIA)",Cebu City - 10 Dec 2025,"AI researchers, Developers","Soft computing, AI applications",https://internationalconferencealerts.com/eventdetails.php?id=3311375,Technology,,Conference,false
International Conference on Artificial Intelligence in Law and Legal Practice (ICAILLP),Manila - 10 Dec 2025,"Legal professionals, AI researchers","AI in law, Legal practice innovation",https://internationalconferencealerts.com/eventdetails.php?id=3322149,Technology,Legal,Conference,false,Exploring Solutions
International Conference on Insurance Mathematics and Statistics (ICIMSTAT),Manila - 2 Aug 2025,"Actuaries, Financial analysts","Insurance mathematics, Statistical analysis",https://internationalconferencealerts.com/eventdetails.php?id=3045342,Banking & Financial Services,,Conference,false,Needs Immediate Help
International Conference on Computer Vision (ICCV),Manila - 23 Aug 2025,"Computer vision researchers, Developers","Computer vision, AI applications",https://internationalconferencealerts.com/eventdetails.php?id=3096566,Technology,,Conference,false,Exploring Solutions
International Conference on Performance Marketing and Marketing Techniques (ICPMMT),Manila - 10 Jul 2025,"Marketing professionals, Digital strategists","Performance marketing, Strategy optimization",https://internationalconferencealerts.com/eventdetails.php?id=2975477,Technology,Retail & E-commerce,Conference,false,Exploring Solutions
International Conference on Relationship Marketing (ICRM),Manila - 7 Aug 2025,"Marketing managers, CRM specialists","Relationship marketing, Customer retention",https://internationalconferencealerts.com/eventdetails.php?id=3074249,Retail & E-commerce,Technology,Conference,false,Exploring Solutions
International Conference on Multidisciplinary Studies (ICOMS),Manila - 3 Sep 2025,"Researchers, Academics","Interdisciplinary research, Knowledge sharing",https://internationalconferencealerts.com/eventdetails.php?id=3167977,Technology,,Conference,false,Exploring Solutions
International Conference on Customer Relationship Marketing and Management (ICCRMM),Manila - 25 Oct 2025,"Marketing managers, CRM specialists","CRM strategies, Customer engagement",https://internationalconferencealerts.com/eventdetails.php?id=3213765,Retail & E-commerce,Technology,Conference,false,Exploring Solutions
International Conference on Promotions and Promotional Marketing (ICPAPM),Manila - 6 Nov 2025,"Marketing professionals, Brand managers","Promotional strategies, Marketing",https://internationalconferencealerts.com/eventdetails.php?id=3254418,Retail & E-commerce,Technology,Conference,false,Exploring Solutions
International Conference on Business," Economics"," Marketing and Management (ICBEMM)",Manila - 11 Dec 2025,"Business executives, Marketing managers","Business growth, Marketing strategies",https://internationalconferencealerts.com/eventdetails.php?id=3305337,Technology,Retail & E-commerce,Conference
International Conference on Textile Development and Marketing (ICTDM),Manila - 25 Dec 2025,"Textile industry professionals, Marketers","Textile development, Marketing",https://internationalconferencealerts.com/eventdetails.php?id=3307143,Retail & E-commerce,Technology,Conference,false,Exploring Solutions
International Conference on Economics," Business"," Management and Finance Research (ICEBMFR)",Makati - 10 Jul 2025,"Economists, Financial analysts","Economic research, Financial management",https://internationalconferencealerts.com/eventdetails.php?id=3009225,Banking & Financial Services,Technology,Conference
International Conference on Earnings Management and Management Control Systems (ICEMMCS),Manila - 10 Sep 2025,"Financial managers, Controllers","Earnings management, Control systems",https://internationalconferencealerts.com/eventdetails.php?id=3158399,Banking & Financial Services,,Conference,false,Needs Immediate Help
International Conference on Management Science and Engineering Management (ICMSEM),Manila - 24 Sep 2025,"Management scientists, Engineers","Management science, Engineering management",https://internationalconferencealerts.com/eventdetails.php?id=3172455,Technology,,Conference,false,Exploring Solutions
International Conference on Enterprise Resource Planning and Financial Management Solutions (ICERPFMS),Manila - 29 Sep 2025,"ERP specialists, Financial managers","ERP implementation, Financial management",https://internationalconferencealerts.com/eventdetails.php?id=3159037,Technology,Banking & Financial Services,Conference,false,Planning Transformation
International Conference on Management and Economics Studies (ICMES),Manila - 23 Oct 2025,"Economists, Management professionals","Management studies, Economic trends",https://internationalconferencealerts.com/eventdetails.php?id=3188176,Technology,,Conference,false,Exploring Solutions
International Conference on Knowledge Management in Tourism and Hospitality (ICKMTH),Manila - 24 Oct 2025,"Tourism professionals, Managers","Knowledge management, Tourism strategies",https://internationalconferencealerts.com/eventdetails.php?id=3211564,Technology,Retail & E-commerce,Conference,false,Exploring Solutions
International Conference on Econometrics and Management Sciences (ICECOMS),Manila - 25 Oct 2025,"Economists, Management scientists","Econometrics, Management sciences",https://internationalconferencealerts.com/eventdetails.php?id=3221835,Technology,,Conference,false,Exploring Solutions
International Conference on Government Financial Management (ICGFM),Manila - 10 Nov 2025,"Financial managers, Government officials","Government finance, Management",https://internationalconferencealerts.com/eventdetails.php?id=3261774,Banking & Financial Services,Government & Public Sector,Conference,false,Needs Immediate Help
International Conference on Investment Analysis and Financial Asset Management (ICIAFAM),Manila - 12 Nov 2025,"Investment analysts, Financial managers","Investment analysis, Asset management",https://internationalconferencealerts.com/eventdetails.php?id=3121660,Banking & Financial Services,,Conference,false,Needs Immediate Help
International Conference on International Marketing and Brand Management Applications (ICIMBMA),Manila - 26 Nov 2025,"Marketing managers, Brand strategists","International marketing, Brand management",https://internationalconferencealerts.com/eventdetails.php?id=3266773,Retail & E-commerce,Technology,Conference,false,Exploring Solutions
International Conference on Transportation and Logistics Technology (ICTLT),Manila - 23 Jul 2025,"Logistics managers, Technology directors","Logistics optimization, Technology adoption",https://internationalconferencealerts.com/eventdetails.php?id=2995943,Technology,Retail & E-commerce,Conference,false,Planning Transformation
International Conference on Supply Chain and Manufacturing (ICOSCAM),Manila - 17 Sep 2025,"Supply chain managers, Manufacturing executives","Supply chain optimization, Manufacturing efficiency",https://internationalconferencealerts.com/eventdetails.php?id=3155256,Retail & E-commerce,Technology,Conference,true,Planning Transformation
International Conference on Carbon Accounting in Agricultural Supply Chains (ICCAASC),Manila - 25 Oct 2025,"Supply chain managers, Sustainability officers","Carbon accounting, Supply chain sustainability",https://internationalconferencealerts.com/eventdetails.php?id=3213016,Retail & E-commerce,Technology,Conference,true,Planning Transformation
International Conference on Operations and Supply Chain Management (ICOOSCM),Manila - 19 Nov 2025,"Supply chain managers, Operations executives","Supply chain management, Operational efficiency",https://internationalconferencealerts.com/eventdetails.php?id=3250258,Retail & E-commerce,Technology,Conference,true,Planning Transformation
International Conference on Transport and Road Research (ICTRR),Manila - 14 Jul 2025,"Transportation researchers, Engineers","Transportation research, Road innovation",https://internationalconferencealerts.com/eventdetails.php?id=2974629,Technology,Government & Public Sector,Conference,false,Exploring Solutions
International Conference on Transportation Economics and Finance (ICTEF),Manila - 11 Aug 2025,"Economists, Transportation managers","Transportation economics, Financial strategies",https://internationalconferencealerts.com/eventdetails.php?id=3041917,Banking & Financial Services,Technology,Conference,false,Needs Immediate Help
International Conference on Transportation Demand Management and Analysis (ICTDMA),Manila - 15 Sep 2025,"Transportation planners, Analysts","Demand management, Transportation analysis",https://internationalconferencealerts.com/eventdetails.php?id=3091284,Technology,Government & Public Sector,Conference,false,Exploring Solutions
International Conference on Bridge Engineering and Transportation Managements (ICBETM),Manila - 15 Dec 2025,"Engineers, Transportation managers","Bridge engineering, Transportation management",https://internationalconferencealerts.com/eventdetails.php?id=3302692,Technology,Government & Public Sector,Conference,false,Exploring Solutions
International Conference on Recent Challenges in Engineering and Technology (ICRCET),Manila - 1 Aug 2025,"Engineers, Technology managers","Engineering solutions, Technology advancements",https://internationalconferencealerts.com/eventdetails.php?id=3072291,Technology,,Conference,false,Exploring Solutions
International Conference on Science," Technology"," and Interdisciplinary Research (ICSTAR)",Manila - 22 Oct 2025,"Researchers, Academics","Interdisciplinary research, Technology trends",https://internationalconferencealerts.com/eventdetails.php?id=3185193,Technology,,Conference
World Conference on Supply Chain Management and Business (WCSCMB),Makati - 6 Nov 2025,"Supply chain managers, Business executives","Supply chain optimization, Business growth",https://internationalconferencealerts.com/eventdetails.php?id=3259545,Retail & E-commerce,Technology,Conference,true,Planning Transformation
PhilSec 2025 – Philippine Cyber Security Summit,Manila - 22–23 Jul 2025,"CISOs, CIOs, Cybersecurity heads, Government officials","Market insight, Networking",https://www.philsecsummit.com/,Technology,Government & Public Sector,Summit,true,Planning Transformation
AI Conference Philippines 2025,Taguig - 23 Jul 2025,"AI/data professionals, Tech innovators, Industry stakeholders","Market insight, Networking",https://saascon.ph/,Technology,,Conference,true,Exploring Solutions
Enterprise Digital Transformation Summit Asia 2025,Online - 5–6 Aug 2025,"CXOs, CIOs, Digital leaders","Digital strategy, Technology adoption",https://digitransformationsummit.com/asia/,Technology,,Summit,true,Planning Transformation
Techsauce Global Summit 2025,Bangkok - 4–6 Aug 2025,"Startup founders, Investors, Tech leaders","Market insight, Networking",https://summit.techsauce.co/,Technology,,Summit,true,Exploring Solutions
Retail & E-Commerce Innovation Summit Philippines 2025,Manila - 12 Aug 2025,"Retailers, Marketing/tech leads, Solution providers","Omnichannel strategies, Customer experience",https://marketech-apac.com/conference/retail-ecommerce-innovation-marketing-tech-summit-ph-2025/,Retail & E-commerce,Technology,Summit,true,Planning Transformation
AI Innovation Summit Indonesia 2025,Jakarta - 12–14 Aug 2025,"AI researchers, Government officials, Tech executives","Market insight, Networking",https://ai-innovation.id/,Technology,Government & Public Sector,Summit,true,Planning Transformation
Asia Data Analytics Conference 2025,Makati - 14 Aug 2025,"Data analytics leaders, BI managers, Tech innovators","Data analytics, Business intelligence",https://www.allconferencealert.com/,Technology,,Conference,true,Planning Transformation
Global Leadership Summit 2025,Multiple venues - 7–8 Aug 2025,"Senior leaders, Executives, Business owners","Leadership development, Networking",https://globalleadership.org/summit/,Technology,,Summit,true,Planning Transformation
Hong Kong-ASEAN Summit 2025,Hong Kong - 3 Sep 2025,"Business leaders, Investors, Policymakers","Market insight, Networking",https://hkaseansummit.scmp.com/,Technology,Government & Public Sector,Summit,true,Planning Transformation
Digital Marketing Asia Philippines 2025,Manila - 2 Sep 2025,"Marketing leaders, Digital strategists, Brand managers","Digital marketing, Strategy optimization",https://conferences.marketing-interactive.com/digital-marketing-ph/,Technology,Retail & E-commerce,Conference,true,Planning Transformation
IoT Conference Philippines 2025,Manila - 10–11 Sep 2025,"IoT/AI pioneers, Government tech officers, Solution architects","IoT adoption, Technology innovation",https://www.allconferencealert.com/,Technology,Government & Public Sector,Conference,true,Planning Transformation
ASEAN Foundation Model ASEAN Meeting East Asia Summit 2025,Jakarta - 15–19 Sep 2025,"Government officials, Policymakers, Regional leaders","Policy influence, Regional collaboration",https://www.aseanfoundation.org/afmameas2025,Government & Public Sector,,Summit,true,Planning Transformation
DigiMarCon Southeast Asia 2025,Singapore - 18–19 Sep 2025,"Digital marketing professionals, CMOs, Agency leaders","Digital marketing, Strategy optimization",https://digimarconsoutheastasia.com/,Technology,Retail & E-commerce,Conference,true,Planning Transformation
WFIS Philippines 2025 (World Financial Innovation Series),Manila - 23–24 Sep 2025,"Banking executives, Fintech leaders, Insurance heads","Financial innovation, Networking",https://www.philippines.worldfis.com/,Banking & Financial Services,Technology,Summit,true,Planning Transformation
4th Smart Supply Chain and Logistics Innovation Asia Convention,Singapore - 24–25 Sep 2025,"Cargo owners, 3PLs, Service providers","Supply chain optimization, Logistics innovation",https://www.szwgroup.com/smart-supply-chain-and-logistics-innovation-asia/,Retail & E-commerce,Technology,Convention,true,Planning Transformation
ASEAN-EU Business Summit 2025,Kuala Lumpur - 25 Sep 2025,"Business leaders, Policymakers","Market insight, Regional collaboration",https://asean-eu-summit.com/,Technology,Government & Public Sector,Summit,true,Planning Transformation
Philippine Business Conference and Expo (PBC&E) 2025,Manila - 15–16 Oct 2025,"Entrepreneurs, Business leaders, Solution providers","Business growth, Networking, Solution showcasing",https://www.pbc-expo.com/,Technology,Retail & E-commerce,Expo,true,Planning Transformation
Manila Tech Summit 2025,Manila - August 26-27,2025,C-level Executives,Strategic investment and innovation,https://fintechnews.ph/fintech-events-philippines/event/manila-tech-summit-2025/,Technology,Planning Transformation,Summit,Banking & Financial Services
IOT Conference Philippines 2025,Pasay City - September 10-11,2025,CTOs|IT Managers,Future-proofing resilience industries,https://iotconference.ph/wp-content/uploads/2025/07/iotcon-2025-program.pdf,Technology,Planning Transformation,Conference,
Advertising Technology Asia (Philippines) 2025,Manila - Unknown 2025,Marketing Directors|Brand Managers,AI and digital advertising innovation,https://markettech-apac.com/conference/advertising-technology-asia-philippines-2025/,Technology,Retail & E-commerce,Summit,FALSE,Planning Transformation
AIBP 52nd Conference & Expo 2025,Pasay City - September 23-24,2025,C-level Executives|Digital Strategists,Digital strategy and innovation,https://www.aibp.sg/upcoming/beta/52nd-aibp-conference-exhibition-philippines,Technology,Planning Transformation,Conference,Banking & Financial Services
Asian Carriers Conference (ACC) 2025,Cebu - September 15-19,2025,Telecom Executives|IT Managers,Connectivity and future-ready solutions,https://www.telinn.net/en/meet-us/events/Asian-Carriers-conference-acc,Technology,Planning Transformation,Conference,
Philippine Economic Society (PES) 63rd Annual Conference,Makati City - November 7,2025,Economists|Policy Makers,Sustaining growth and policy strategies,https://economics.ph.org/pes63,Banking & Financial Services,Planning Transformation,Conference,Government & Public Sector
SGRI Conference 2025,Singapore - August 5-6,2025,Corporate Lawyers|Financial Advisors,Corporate restructuring and turnaround,https://ccla.smu.edu.sg/sgri.events/sgri.conference,Banking & Financial Services,Needs Immediate Help,Conference,
INSOL Int'l Shanghai Seminar 2025,Shanghai - August 28,2025,Insolvency Professionals|Financial Advisors,Insolvency and restructuring strategies,https://events.insol.org/website/16376/,Banking & Financial Services,Needs Immediate Help,Seminar,
TMA 2025 APAC Regional Conference,Singapore - August 20-21,2025,Turnaround Specialists|Financial Advisors,Restructuring and corporate renewal,https://www.turnaround.org.au/,Banking & Financial Services,Needs Immediate Help,Conference,Technology
Global Anti-Scam Summit (GASS) Asia 2025,Singapore - September 2-3,2025,Regulators|Law Enforcement|Bank Executives,Combating online scams and fraud,https://events.gasa.org/gass.asia-2025,Banking & Financial Services,Needs Immediate Help,Summit,Technology|Government & Public Sector
Risk Live Asia 2025,Singapore - September 24-25,2025,Risk Managers|Compliance Officers,Risk management and operational resilience,https://asia.risklive.net,Banking & Financial Services,Needs Immediate Help,Forum,Government & Public Sector
2025 ACFE Fraud Conference Asia-Pacific,Kuala Lumpur - August 20-22,2025,Auditors|Investigators|Compliance Officers,Fraud prevention and detection,https://www.fraudconference.com/asiapac2025,Banking & Financial Services,Needs Immediate Help,Conference,Government & Public Sector
18th Asia Compliance Summit 2025,Hong Kong - November 18-19,2025,Compliance Officers|Legal Advisors,Regulatory compliance and anti-corruption,https://thecompliancedigest.com/18th-asia-compliance-summit-2025/,Banking & Financial Services,Needs Immediate Help,Summit,Government & Public Sector
INSOL RIAF 2025 (Restructuring & Insolvency Academic Forum),Singapore - November 6-7,2025,Academics|Legal Advisors,Insolvency scholarship and reform,https://www.insol.org/asia-hub.upcoming.events,Banking & Financial Services,Needs Immediate Help,Forum,
Cambridge Forum on Investigations & Enforcement (Asia-Pacific),Singapore - December 3-5,2025,Lawyers|Regulators,Investigations and enforcement strategies,https://www.cambridgeforums.com/forum/fiea,Banking & Financial Services,Needs Immediate Help,Forum,Government & Public Sector
Debtwire Distressed Debt Forum Asia Pacific 2025,Hong Kong - October 15,2025,Lenders|Investors|Advisors,Distressed debt and workouts,https://10times.com/debtwire-apac,Banking & Financial Services,Needs Immediate Help,Forum,
International Conference on Disaster Nursing," Stress Management and Emotional Support (ICDNSMES)",Manila - July 30,2025,Healthcare Professionals,Disaster response and emotional support,https://internationalconferencealerts.com/philippines/disaster-management,,Needs Immediate Help,Healthcare
2025 Metro Manila Business Conference,Quezon City - August 7-8,2025,C-level Executives|Investors,Building future-ready businesses,https://pbce.com.ph/,Technology,Planning Transformation,Conference,Banking & Financial Services
Data Centre & Cloud Innovation Summit 2025,Manila - September 17,2025,CTOs|Digital Transformation Leaders,Scaling cloud infrastructure,https://datacentercloudsummit.com/,Technology,Planning Transformation,Summit,
Philippine Tech Show 2025,Manila - August 13-14,2025,Decision Makers|IT Managers,Enterprise solutions and innovation,https://philippinetechshow.com/,Technology,Planning Transformation,Show,
Asia Pacific Digital Transformation Forum 2025,Manila - July 28-31,2025,C-level Executives|Digital Strategists,Scaling digital infrastructure,https://apdigitaltransformationforum.com/,Technology,Planning Transformation,Forum,Banking & Financial Services
